gene	individual	TPM	tissue	sex	path
_scaffold_1_001559.1	indv_2	81.1955202417834	leaves	male	rddm
_scaffold_1_001561.1	indv_2	164.019205675489	leaves	male	rddm
_scaffold_1_001562.1	indv_2	0	leaves	male	rddm
_scaffold_1_002602.1	indv_2	100.469768709389	leaves	male	rddm
_scaffold_1_002600.1	indv_2	55.7425591223748	leaves	male	rddm
_scaffold_1_001564.1	indv_2	25.4443212207773	leaves	male	rddm
_scaffold_1_001565.1	indv_2	23.1351619319054	leaves	male	rddm
_scaffold_1_002588.1	indv_2	36.6481046154595	leaves	male	rddm
_scaffold_1_002587.1	indv_2	36.9835736525576	leaves	male	rddm
_scaffold_1_001566.1	indv_2	102.521996723717	leaves	male	rddm
_scaffold_1_001567.1	indv_2	91.5995563947983	leaves	male	rddm
_scaffold_1_001574.1	indv_2	109.652715305517	leaves	male	rddm
_scaffold_1_001580.1	indv_2	177.26725100985	leaves	male	rddm
_scaffold_1_002580.1	indv_2	0	leaves	male	rddm
_scaffold_1_002570.1	indv_2	24.2447439234193	leaves	male	rddm
_scaffold_1_002568.1	indv_2	58.1115465300333	leaves	male	rddm
_scaffold_1_002567.1	indv_2	237.890044316513	leaves	male	rddm
_scaffold_1_001592.1	indv_2	71.7848515959235	leaves	male	rddm
_scaffold_1_001593.1	indv_2	115.785195767952	leaves	male	rddm
_scaffold_1_002557.1	indv_2	0	leaves	male	rddm
_scaffold_1_001594.1	indv_2	73.1639056041485	leaves	male	rddm
_scaffold_1_002553.1	indv_2	130.116503120719	leaves	male	rddm
_scaffold_1_002548.1	indv_2	79.8750175255255	leaves	male	rddm
_scaffold_1_002546.1	indv_2	80.4678462657084	leaves	male	rddm
_scaffold_1_001601.1	indv_2	208.598279935448	leaves	male	rddm
_scaffold_1_001603.1	indv_2	121.748016727871	leaves	male	rddm
_scaffold_1_001605.1	indv_2	102.274006691802	leaves	male	rddm
_scaffold_1_002537.1	indv_2	42.8622751819798	leaves	male	rddm
_scaffold_1_002536.1	indv_2	101.576772569141	leaves	male	rddm
_scaffold_1_002535.1	indv_2	58.743193774925	leaves	male	rddm
_scaffold_1_002534.1	indv_2	9.93451071193585	leaves	male	rddm
_scaffold_1_001611.1	indv_2	88.0786632369417	leaves	male	rddm
_scaffold_1_001612.1	indv_2	71.6195671955031	leaves	male	rddm
_scaffold_1_001613.1	indv_2	54.2607813985251	leaves	male	rddm
_scaffold_1_002518.1	indv_2	72.0583176972413	leaves	male	rddm
_scaffold_1_002517.1	indv_2	29.5644082455859	leaves	male	rddm
_scaffold_1_001618.1	indv_2	176.361786562078	leaves	male	rddm
_scaffold_1_001620.1	indv_2	12.1174301060383	leaves	male	rddm
_scaffold_1_001621.1	indv_2	16.6118047970075	leaves	male	rddm
_scaffold_1_001622.1	indv_2	114.53906467879	leaves	male	rddm
_scaffold_1_002508.1	indv_2	56.7252978055574	leaves	male	rddm
_scaffold_1_002507.1	indv_2	62.6257911317226	leaves	male	rddm
_scaffold_1_001623.1	indv_2	144.164293012007	leaves	male	rddm
_scaffold_1_002502.1	indv_2	17.0592608184757	leaves	male	rddm
_scaffold_1_001628.1	indv_2	3.38619913990796	leaves	male	rddm
_scaffold_1_002500.1	indv_2	56.6628197176583	leaves	male	rddm
_scaffold_1_002494.1	indv_2	21.4459278860837	leaves	male	rddm
_scaffold_1_001640.1	indv_2	50.5330229914217	leaves	male	rddm
_scaffold_1_002485.1	indv_2	10.5829774685896	leaves	male	rddm
_scaffold_1_002484.1	indv_2	26.2580000442686	leaves	male	rddm
_scaffold_1_001649.1	indv_2	41.1377709241714	leaves	male	rddm
_scaffold_1_001652.1	indv_2	177.120594014752	leaves	male	rddm
_scaffold_1_002479.1	indv_2	84.8949097201791	leaves	male	rddm
_scaffold_1_001659.1	indv_2	6.16937651517477	leaves	male	rddm
_scaffold_1_002477.1	indv_2	193.013350974754	leaves	male	rddm
_scaffold_1_002476.1	indv_2	126.953542355262	leaves	male	rddm
_scaffold_1_002473.1	indv_2	26.977278593336	leaves	male	rddm
_scaffold_1_002472.1	indv_2	81.4120416290948	leaves	male	rddm
_scaffold_1_002468.1	indv_2	29.3903886960917	leaves	male	rddm
_scaffold_1_001668.1	indv_2	68.1363243908417	leaves	male	rddm
_scaffold_1_001669.1	indv_2	61.8147333187119	leaves	male	rddm
_scaffold_1_001671.1	indv_2	14.0738901752425	leaves	male	rddm
_scaffold_1_002458.1	indv_2	32.7935305054193	leaves	male	rddm
_scaffold_1_001678.1	indv_2	121.364455537156	leaves	male	rddm
_scaffold_1_002451.1	indv_2	153.592512432704	leaves	male	rddm
_scaffold_1_002448.1	indv_2	161.771722103009	leaves	male	rddm
_scaffold_1_001680.1	indv_2	156.011912615244	leaves	male	rddm
_scaffold_1_001685.1	indv_2	413.14428018563	leaves	male	rddm
_scaffold_1_002443.1	indv_2	0	leaves	male	rddm
_scaffold_1_001690.1	indv_2	20.8663082134869	leaves	male	rddm
_scaffold_1_002439.1	indv_2	50.7813214218804	leaves	male	rddm
_scaffold_1_001700.1	indv_2	293.538790531852	leaves	male	rddm
_scaffold_1_001702.1	indv_2	92.7743731204617	leaves	male	rddm
_scaffold_1_001704.1	indv_2	8.0422229572814	leaves	male	rddm
_scaffold_1_001705.1	indv_2	49.4906028140394	leaves	male	rddm
_scaffold_1_001706.1	indv_2	20.1055573932035	leaves	male	rddm
_scaffold_1_001707.1	indv_2	17.2480015764673	leaves	male	rddm
_scaffold_1_002431.1	indv_2	79.7766060893324	leaves	male	rddm
_scaffold_1_002429.1	indv_2	11.748638754985	leaves	male	rddm
_scaffold_1_002428.1	indv_2	8.56671575884323	leaves	male	rddm
_scaffold_1_002420.1	indv_2	69.0900063148266	leaves	male	rddm
_scaffold_1_001710.1	indv_2	89.4204098852415	leaves	male	rddm
_scaffold_1_002419.1	indv_2	31.0784209196637	leaves	male	rddm
_scaffold_1_002418.1	indv_2	25.8405852397894	leaves	male	rddm
_scaffold_1_002417.1	indv_2	15.5476807459525	leaves	male	rddm
_scaffold_1_002416.1	indv_2	223.864424265159	leaves	male	rddm
_scaffold_1_001712.1	indv_2	322.139075012223	leaves	male	rddm
_scaffold_1_001713.1	indv_2	271.925849162085	leaves	male	rddm
_scaffold_1_001714.1	indv_2	7.04611972267679	leaves	male	rddm
_scaffold_1_001715.1	indv_2	8.88877274225839	leaves	male	rddm
_scaffold_1_002415.1	indv_2	21.1539479284788	leaves	male	rddm
_scaffold_1_002419.1_2	indv_2	17.5974545751223	leaves	male	rddm
_scaffold_1_001718.1	indv_2	318.119235940328	leaves	male	rddm
_scaffold_1_001720.1	indv_2	66.4240507015627	leaves	male	rddm
_scaffold_1_002397.1	indv_2	11.259112140194	leaves	male	rddm
_scaffold_1_002395.1	indv_2	151.142729863828	leaves	male	rddm
_scaffold_1_002390.1	indv_2	97.6288461325789	leaves	male	rddm
_scaffold_1_002389.1	indv_2	27.9536577273781	leaves	male	rddm
_scaffold_1_001727.1	indv_2	106.077585453067	leaves	male	rddm
_scaffold_1_001729.1	indv_2	40.6343896788955	leaves	male	rddm
_scaffold_1_002381.1	indv_2	59.7457928928834	leaves	male	rddm
_scaffold_1_002380.1	indv_2	109.230192404867	leaves	male	rddm
_scaffold_1_001735.1	indv_2	96.4883212318638	leaves	male	rddm
_scaffold_1_001742.1	indv_2	88.2083307798635	leaves	male	rddm
_scaffold_1_001744.1	indv_2	85.2690092750689	leaves	male	rddm
_scaffold_1_001745.1	indv_2	87.5930926714912	leaves	male	rddm
_scaffold_1_001747.1	indv_2	36.7922575231754	leaves	male	rddm
_scaffold_1_001748.1	indv_2	117.839730068797	leaves	male	rddm
_scaffold_1_002364.1	indv_2	105.940417419494	leaves	male	rddm
_scaffold_1_002363.1	indv_2	0	leaves	male	rddm
_scaffold_1_001749.1	indv_2	62.3033873370417	leaves	male	rddm
_scaffold_1_002361.1	indv_2	36.3755930683189	leaves	male	rddm
_scaffold_1_001751.1	indv_2	109.708393348488	leaves	male	rddm
_scaffold_1_001752.1	indv_2	65.6706779810516	leaves	male	rddm
_scaffold_1_002359.1	indv_2	54.7833129984095	leaves	male	rddm
_scaffold_1_002357.1	indv_2	43.7798059816723	leaves	male	rddm
_scaffold_1_001764.1	indv_2	138.06099453092	leaves	male	rddm
_scaffold_1_002348.1	indv_2	144.187839265725	leaves	male	rddm
_scaffold_1_002347.1	indv_2	135.109345682328	leaves	male	rddm
_scaffold_1_001766.1	indv_2	13.6474086547806	leaves	male	rddm
_scaffold_1_002344.1	indv_2	143.082653875383	leaves	male	rddm
_scaffold_1_002341.1	indv_2	101.564956409474	leaves	male	rddm
_scaffold_1_001771.1	indv_2	190.315314885859	leaves	male	rddm
_scaffold_1_001774.1	indv_2	149.773496016132	leaves	male	rddm
_scaffold_1_001775.1	indv_2	51.9125898476081	leaves	male	rddm
_scaffold_1_001777.1	indv_2	26.1080861221889	leaves	male	rddm
_scaffold_1_002338.1	indv_2	19.1331317415061	leaves	male	rddm
_scaffold_1_002337.1	indv_2	141.654773130423	leaves	male	rddm
_scaffold_1_001778.1	indv_2	58.6031956963384	leaves	male	rddm
_scaffold_1_002336.1	indv_2	560.960321313967	leaves	male	rddm
_scaffold_1_001780.1	indv_2	86.7309698431902	leaves	male	rddm
_scaffold_1_001781.1	indv_2	13.264592142725	leaves	male	rddm
_scaffold_1_001783.1	indv_2	64.6395556266295	leaves	male	rddm
_scaffold_1_002334.1	indv_2	204.514831478044	leaves	male	rddm
_scaffold_1_002332.1	indv_2	21.4459278860837	leaves	male	rddm
_scaffold_1_001785.1	indv_2	140.833041486038	leaves	male	rddm
_scaffold_1_002331.1	indv_2	129.02522918421	leaves	male	rddm
_scaffold_1_001789.1	indv_2	106.09257345525	leaves	male	rddm
_scaffold_1_002330.1	indv_2	73.4289922186563	leaves	male	rddm
_scaffold_1_002328.1	indv_2	131.249078662832	leaves	male	rddm
_scaffold_1_001796.1	indv_2	21.1108352628637	leaves	male	rddm
_scaffold_1_002326.1	indv_2	19.0967273049226	leaves	male	rddm
_scaffold_1_002322.1	indv_2	51.604263975889	leaves	male	rddm
_scaffold_1_001800.1	indv_2	384.390995585314	leaves	male	rddm
_scaffold_1_002321.1	indv_2	2141.59937993594	leaves	male	rddm
_scaffold_1_002320.1	indv_2	1195.38757339652	leaves	male	rddm
_scaffold_1_001801.1	indv_2	423.15771609597	leaves	male	rddm
_scaffold_1_002319.1	indv_2	303.283049707758	leaves	male	rddm
_scaffold_1_002318.1	indv_2	390.862742825446	leaves	male	rddm
_scaffold_1_001804.1	indv_2	7.03694508762123	leaves	male	rddm
_scaffold_1_001808.1	indv_2	25.3330023154364	leaves	male	rddm
_scaffold_1_001810.1	indv_2	51.6447560561301	leaves	male	rddm
_scaffold_1_001811.1	indv_2	9.04750082694158	leaves	male	rddm
_scaffold_1_001812.1	indv_2	97.223862842999	leaves	male	rddm
_scaffold_1_001825.1	indv_2	45.1155987339934	leaves	male	rddm
_scaffold_1_001826.1	indv_2	65.4824436129072	leaves	male	rddm
_scaffold_1_001831.1	indv_2	8.67197340708136	leaves	male	rddm
_scaffold_1_001832.1	indv_2	65.2252013638823	leaves	male	rddm
_scaffold_1_002309.1	indv_2	128.305277914153	leaves	male	rddm
_scaffold_1_001833.1	indv_2	299.907523376787	leaves	male	rddm
_scaffold_1_001834.1	indv_2	120.083696027608	leaves	male	rddm
_scaffold_1_001835.1	indv_2	182.593427317059	leaves	male	rddm
_scaffold_1_002308.1	indv_2	21.4459278860837	leaves	male	rddm
_scaffold_1_002306.1	indv_2	92.2597959894498	leaves	male	rddm
_scaffold_1_001839.1	indv_2	39.544198736291	leaves	male	rddm
_scaffold_1_002301.1	indv_2	5.84888942347738	leaves	male	rddm
_scaffold_1_001843.1	indv_2	103.50675219347	leaves	male	rddm
_scaffold_1_001844.1	indv_2	107.224907319235	leaves	male	rddm
_scaffold_1_002300.1	indv_2	58.743193774925	leaves	male	rddm
_scaffold_1_001845.1	indv_2	223.040563864168	leaves	male	rddm
_scaffold_1_001848.1	indv_2	16.9948862493494	leaves	male	rddm
_scaffold_1_001849.1	indv_2	234.9727750997	leaves	male	rddm
_scaffold_1_001850.1	indv_2	146.811729954025	leaves	male	rddm
_scaffold_1_001851.1	indv_2	10.4090404994089	leaves	male	rddm
_scaffold_1_002281.1	indv_2	130.619307004063	leaves	male	rddm
_scaffold_1_002280.1	indv_2	115.384784541168	leaves	male	rddm
_scaffold_1_002274.1	indv_2	77.3896013454859	leaves	male	rddm
_scaffold_1_001853.1	indv_2	155.73161861628	leaves	male	rddm
_scaffold_1_001854.1	indv_2	166.989078933214	leaves	male	rddm
_scaffold_1_002271.1	indv_2	101.57385176595	leaves	male	rddm
_scaffold_1_002270.1	indv_2	48.8079738097078	leaves	male	rddm
_scaffold_1_001855.1	indv_2	75.2099737396654	leaves	male	rddm
_scaffold_1_002268.1	indv_2	53.567581988588	leaves	male	rddm
_scaffold_1_002267.1	indv_2	30.2935752650959	leaves	male	rddm
_scaffold_1_002266.1	indv_2	67.367540783432	leaves	male	rddm
_scaffold_1_002265.1	indv_2	76.6040526921608	leaves	male	rddm
_scaffold_1_001857.1	indv_2	9.38259345016163	leaves	male	rddm
_scaffold_1_001858.1	indv_2	88.6932247367577	leaves	male	rddm
_scaffold_1_001859.1	indv_2	54.89770253458	leaves	male	rddm
_scaffold_1_002260.1	indv_2	119.128670386568	leaves	male	rddm
_scaffold_1_001860.1	indv_2	136.108305724341	leaves	male	rddm
_scaffold_1_001870.1	indv_2	19.842494025442	leaves	male	rddm
_scaffold_1_001874.1	indv_2	64.1341830770542	leaves	male	rddm
_scaffold_1_001878.1	indv_2	85.6521414346044	leaves	male	rddm
_scaffold_1_002252.1	indv_2	36.516039373602	leaves	male	rddm
_scaffold_1_001880.1	indv_2	23.2947147728151	leaves	male	rddm
_scaffold_1_001881.1	indv_2	158.651125611824	leaves	male	rddm
_scaffold_1_001888.1	indv_2	45.6965092499417	leaves	male	rddm
_scaffold_1_001890.1	indv_2	128.342210924491	leaves	male	rddm
_scaffold_1_002250.1	indv_2	57.8289028212297	leaves	male	rddm
_scaffold_1_002245.1	indv_2	30.2483609736554	leaves	male	rddm
_scaffold_1_002244.1	indv_2	92.9143134345344	leaves	male	rddm
_scaffold_1_002243.1	indv_2	175.959566644502	leaves	male	rddm
_scaffold_1_002242.1	indv_2	83.0138926449411	leaves	male	rddm
_scaffold_1_001901.1	indv_2	0	leaves	male	rddm
_scaffold_1_001904.1	indv_2	116.350754629772	leaves	male	rddm
_scaffold_1_001913.1	indv_2	48.9996560341241	leaves	male	rddm
_scaffold_1_002223.1	indv_2	10.2046333596924	leaves	male	rddm
_scaffold_1_001917.1	indv_2	84.0058107869394	leaves	male	rddm
_scaffold_1_002220.1	indv_2	52.4696488086709	leaves	male	rddm
_scaffold_1_001919.1	indv_2	68.081493925108	leaves	male	rddm
_scaffold_1_001920.1	indv_2	70.2880989098814	leaves	male	rddm
_scaffold_1_002197.1	indv_2	0	leaves	male	rddm
_scaffold_1_002194.1	indv_2	22.9864671293185	leaves	male	rddm
_scaffold_1_002193.1	indv_2	30.3237932952855	leaves	male	rddm
_scaffold_1_001935.1	indv_2	9.88002527841518	leaves	male	rddm
_scaffold_1_001936.1	indv_2	68.0994685898828	leaves	male	rddm
_scaffold_1_001939.1	indv_2	37.0670358524904	leaves	male	rddm
_scaffold_1_002191.1	indv_2	139.671963145066	leaves	male	rddm
_scaffold_1_002190.1	indv_2	45.6707647376882	leaves	male	rddm
_scaffold_1_002189.1	indv_2	40.49598916909	leaves	male	rddm
_scaffold_1_002188.1	indv_2	179.311785936422	leaves	male	rddm
_scaffold_1_002185.1	indv_2	38.6026701949507	leaves	male	rddm
_scaffold_1_002180.1	indv_2	19.3936859831092	leaves	male	rddm
_scaffold_1_001955.1	indv_2	11.259112140194	leaves	male	rddm
_scaffold_1_002175.1	indv_2	15.9488266404097	leaves	male	rddm
_scaffold_1_001957.1	indv_2	37.2481905389875	leaves	male	rddm
_scaffold_1_001968.1	indv_2	51.3073464616434	leaves	male	rddm
_scaffold_1_002172.1_1	indv_2	0	leaves	male	rddm
_scaffold_1_001971.1	indv_2	33.9364133581984	leaves	male	rddm
_scaffold_1_002165.1	indv_2	88.1835548413825	leaves	male	rddm
_scaffold_1_002164.1	indv_2	135.389075176494	leaves	male	rddm
_scaffold_1_002163.1	indv_2	54.7740590604031	leaves	male	rddm
_scaffold_1_002162.1	indv_2	3.99731791959549	leaves	male	rddm
_scaffold_1_001972.1	indv_2	62.0400056704565	leaves	male	rddm
_scaffold_1_001975.1	indv_2	14.8471808442118	leaves	male	rddm
_scaffold_1_001981.1	indv_2	27.5733358535362	leaves	male	rddm
_scaffold_1_002156.1	indv_2	170.479952688786	leaves	male	rddm
_scaffold_1_001982.1	indv_2	61.7793061971791	leaves	male	rddm
_scaffold_1_001985.1	indv_2	28.2787002590918	leaves	male	rddm
_scaffold_1_001992.1	indv_2	123.601609614748	leaves	male	rddm
_scaffold_1_002153.1	indv_2	20.0989109279496	leaves	male	rddm
_scaffold_1_001995.1	indv_2	202.850854837157	leaves	male	rddm
_scaffold_1_002003.1	indv_2	65.7288708724837	leaves	male	rddm
_scaffold_1_002005.1	indv_2	75.0607476012931	leaves	male	rddm
_scaffold_1_002010.1	indv_2	116.381317567946	leaves	male	rddm
_scaffold_1_002146.1	indv_2	140.847580441036	leaves	male	rddm
_scaffold_1_002144.1	indv_2	0	leaves	male	rddm
_scaffold_1_002143.1	indv_2	54.3153148471668	leaves	male	rddm
_scaffold_1_002142.1	indv_2	217.598384885614	leaves	male	rddm
_scaffold_1_002012.1	indv_2	174.638670044863	leaves	male	rddm
_scaffold_1_002140.1	indv_2	84.8131659027749	leaves	male	rddm
_scaffold_1_002139.1	indv_2	7.7649049242717	leaves	male	rddm
_scaffold_1_002137.1	indv_2	166.348500753386	leaves	male	rddm
_scaffold_1_002016.1	indv_2	26.584014775458	leaves	male	rddm
_scaffold_1_002135.1	indv_2	65.4866726521485	leaves	male	rddm
_scaffold_1_002132.1	indv_2	7.59041267878245	leaves	male	rddm
_scaffold_1_002020.1	indv_2	142.061280695065	leaves	male	rddm
_scaffold_1_002128.1	indv_2	639.43259513177	leaves	male	rddm
_scaffold_1_002022.1	indv_2	11.3537265279267	leaves	male	rddm
_scaffold_1_002125.1	indv_2	110.745365313383	leaves	male	rddm
_scaffold_1_002124.1	indv_2	96.5066754873768	leaves	male	rddm
_scaffold_1_002025.1	indv_2	147.775846840046	leaves	male	rddm
_scaffold_1_002027.1	indv_2	105.838410326425	leaves	male	rddm
_scaffold_1_002028.1	indv_2	90.9137176314378	leaves	male	rddm
_scaffold_1_002029.1	indv_2	62.6078775759069	leaves	male	rddm
_scaffold_1_002118.1	indv_2	39.911951131541	leaves	male	rddm
_scaffold_1_002030.1	indv_2	37.5303738006465	leaves	male	rddm
_scaffold_1_002113.1	indv_2	25.020249200431	leaves	male	rddm
_scaffold_1_002033.1	indv_2	93.413123978982	leaves	male	rddm
_scaffold_1_002034.1	indv_2	98.0632347694313	leaves	male	rddm
_scaffold_1_002111.1	indv_2	249.27923557625	leaves	male	rddm
_scaffold_1_002110.1	indv_2	182.945742046144	leaves	male	rddm
_scaffold_1_002035.1	indv_2	43.1633232137635	leaves	male	rddm
_scaffold_1_002108.1	indv_2	40.3311479648739	leaves	male	rddm
_scaffold_1_002100.1	indv_2	177.905761461285	leaves	male	rddm
_scaffold_1_002090.1	indv_2	70.3226937659955	leaves	male	rddm
_scaffold_1_002087.1	indv_2	216.112160212244	leaves	male	rddm
_scaffold_1_002084.1	indv_2	29.6478188017647	leaves	male	rddm
_scaffold_1_002083.1	indv_2	28.1477803504849	leaves	male	rddm
_scaffold_1_002082.1	indv_2	37.3574227693071	leaves	male	rddm
_scaffold_1_002075.1	indv_2	132.460142825811	leaves	male	rddm
_scaffold_1_002045.1	indv_2	88.937524468759	leaves	male	rddm
_scaffold_1_002069.1	indv_2	37.5303738006465	leaves	male	rddm
_scaffold_1_002047.1	indv_2	26.3770956863546	leaves	male	rddm
_scaffold_1_002068.1	indv_2	13.4839666349628	leaves	male	rddm
_scaffold_1_002067.1	indv_2	4.82533377436884	leaves	male	rddm
_scaffold_13_000001.1	indv_2	102.54182720402	leaves	male	rddm
_scaffold_13_000002.1	indv_2	114.323292500431	leaves	male	rddm
_scaffold_13_000007.1	indv_2	50.8383379799574	leaves	male	rddm
_scaffold_13_000461.1	indv_2	0	leaves	male	rddm
_scaffold_13_000012.1	indv_2	172.652594396799	leaves	male	rddm
_scaffold_13_000460.1	indv_2	169.741083530074	leaves	male	rddm
_scaffold_13_000459.1	indv_2	34.5941425644651	leaves	male	rddm
_scaffold_13_000458.1	indv_2	57.933563232851	leaves	male	rddm
_scaffold_13_000457.1	indv_2	37.4005109155232	leaves	male	rddm
_scaffold_13_000013.1	indv_2	71.6408549376049	leaves	male	rddm
_scaffold_13_000451.1	indv_2	66.2412683818681	leaves	male	rddm
_scaffold_13_000014.1	indv_2	165.204792350903	leaves	male	rddm
_scaffold_13_000450.1	indv_2	208.879455994549	leaves	male	rddm
_scaffold_13_000449.1	indv_2	157.027810962511	leaves	male	rddm
_scaffold_13_000026.1	indv_2	15.4410680779803	leaves	male	rddm
_scaffold_13_000440.1	indv_2	87.16731979505	leaves	male	rddm
_scaffold_13_000438.1	indv_2	41.8480274237298	leaves	male	rddm
_scaffold_13_000437.1	indv_2	79.7366630256359	leaves	male	rddm
_scaffold_13_000433.1	indv_2	37.2073929589886	leaves	male	rddm
_scaffold_13_000425.1	indv_2	55.3726826566916	leaves	male	rddm
_scaffold_13_000035.1	indv_2	26.2858649187408	leaves	male	rddm
_scaffold_13_000037.1	indv_2	38.8159446159173	leaves	male	rddm
_scaffold_13_000038.1	indv_2	45.4856899429282	leaves	male	rddm
_scaffold_13_000039.1	indv_2	109.337042748704	leaves	male	rddm
_scaffold_13_000423.1	indv_2	133.306170430132	leaves	male	rddm
_scaffold_13_000422.1	indv_2	30.4757922591716	leaves	male	rddm
_scaffold_13_000419.1	indv_2	30.0242990405172	leaves	male	rddm
_scaffold_13_000044.1	indv_2	112.78003267946	leaves	male	rddm
_scaffold_13_000045.1	indv_2	81.304738994675	leaves	male	rddm
_scaffold_13_000046.1	indv_2	52.9840571303245	leaves	male	rddm
_scaffold_13_000417.1	indv_2	489.526614791042	leaves	male	rddm
_scaffold_13_000414.1	indv_2	15.660725000059	leaves	male	rddm
_scaffold_13_000053.1	indv_2	40.7657508524264	leaves	male	rddm
_scaffold_13_000411.1	indv_2	41.7698333857374	leaves	male	rddm
_scaffold_13_000410.1	indv_2	8.0422229572814	leaves	male	rddm
_scaffold_13_000408.1	indv_2	142.787543791892	leaves	male	rddm
_scaffold_13_000056.1	indv_2	56.7252978055574	leaves	male	rddm
_scaffold_13_000407.1	indv_2	281.803965501958	leaves	male	rddm
_scaffold_13_000406.1	indv_2	39.7996522164996	leaves	male	rddm
_scaffold_13_000405.1	indv_2	66.2300714129056	leaves	male	rddm
_scaffold_13_000402.1	indv_2	113.230843682632	leaves	male	rddm
_scaffold_13_000401.1	indv_2	312.516133582253	leaves	male	rddm
_scaffold_13_000400.1	indv_2	115.486808336634	leaves	male	rddm
_scaffold_13_000394.1	indv_2	0	leaves	male	rddm
_scaffold_13_000062.1	indv_2	357.437399410137	leaves	male	rddm
_scaffold_13_000064.1	indv_2	14.6857984437313	leaves	male	rddm
_scaffold_13_000065.1	indv_2	170.855764495141	leaves	male	rddm
_scaffold_13_000067.1	indv_2	0	leaves	male	rddm
_scaffold_13_000068.1	indv_2	0	leaves	male	rddm
_scaffold_13_000069.1	indv_2	90.3347369387655	leaves	male	rddm
_scaffold_13_000070.1	indv_2	198.823117392054	leaves	male	rddm
_scaffold_13_000071.1	indv_2	23.4681245602058	leaves	male	rddm
_scaffold_13_000381.1	indv_2	68.5740163271073	leaves	male	rddm
_scaffold_13_000082.1	indv_2	157.45826000572	leaves	male	rddm
_scaffold_13_000379.1	indv_2	13.5561216403673	leaves	male	rddm
_scaffold_13_000084.1	indv_2	28.2655534900267	leaves	male	rddm
_scaffold_13_000375.1	indv_2	98.3989632420313	leaves	male	rddm
_scaffold_13_000367.1	indv_2	3.03616507151298	leaves	male	rddm
_scaffold_13_000364.1	indv_2	7.03694508762123	leaves	male	rddm
_scaffold_13_000089.1	indv_2	0	leaves	male	rddm
_scaffold_13_000092.1	indv_2	0	leaves	male	rddm
_scaffold_13_000093.1	indv_2	62.6795933577808	leaves	male	rddm
_scaffold_13_000351.1	indv_2	61.6064626538915	leaves	male	rddm
_scaffold_13_000350.1	indv_2	147.473265959762	leaves	male	rddm
_scaffold_13_000095.1	indv_2	90.5760976641302	leaves	male	rddm
_scaffold_13_000347.1	indv_2	127.944456138568	leaves	male	rddm
_scaffold_13_000346.1	indv_2	249.113262205572	leaves	male	rddm
_scaffold_13_000345.1	indv_2	99.4234344048665	leaves	male	rddm
_scaffold_13_000104.1	indv_2	60.8439437509819	leaves	male	rddm
_scaffold_13_000120.1	indv_2	23.1947374561936	leaves	male	rddm
_scaffold_13_000288.1	indv_2	146.001522778501	leaves	male	rddm
_scaffold_13_000287.1	indv_2	98.0264656525323	leaves	male	rddm
_scaffold_13_000121.1	indv_2	39.6175027784378	leaves	male	rddm
_scaffold_13_000122.1	indv_2	45.7730259905082	leaves	male	rddm
_scaffold_13_000124.1	indv_2	24.1806435225642	leaves	male	rddm
_scaffold_13_000126.1	indv_2	146.327811208297	leaves	male	rddm
_scaffold_13_000130.1	indv_2	52.3536396015583	leaves	male	rddm
_scaffold_13_000285.1	indv_2	538.087654978313	leaves	male	rddm
_chr6_002689.1	indv_2	9.75518741388646	leaves	male	rddm
_scaffold_13_000131.1	indv_2	242.432228277468	leaves	male	rddm
_scaffold_13_000283.1	indv_2	86.8172502376402	leaves	male	rddm
_scaffold_13_000282.1	indv_2	64.3377836582512	leaves	male	rddm
_scaffold_13_000133.1	indv_2	96.5066754873768	leaves	male	rddm
_scaffold_13_000136.1	indv_2	187.585910525551	leaves	male	rddm
_scaffold_13_000143.1	indv_2	9.58222309803741	leaves	male	rddm
_scaffold_13_000278.1	indv_2	87.7766308298016	leaves	male	rddm
_scaffold_13_000277.1	indv_2	70.5241090100061	leaves	male	rddm
_scaffold_13_000154.1	indv_2	104.504466273623	leaves	male	rddm
_scaffold_13_000267.1	indv_2	181.710767359115	leaves	male	rddm
_scaffold_13_000266.1	indv_2	81.9554089927463	leaves	male	rddm
_scaffold_13_000265.1	indv_2	402.746329804645	leaves	male	rddm
_scaffold_13_000264.1	indv_2	74.5910587754209	leaves	male	rddm
_scaffold_13_000157.1	indv_2	26.3979183393535	leaves	male	rddm
_scaffold_13_000261.1	indv_2	38.7132795651368	leaves	male	rddm
_scaffold_13_000260.1	indv_2	151.643364089506	leaves	male	rddm
_scaffold_13_000256.1	indv_2	136.413296308809	leaves	male	rddm
_scaffold_13_000255.1	indv_2	59.971875000011	leaves	male	rddm
_scaffold_13_000162.1	indv_2	0	leaves	male	rddm
_scaffold_13_000163.1	indv_2	0	leaves	male	rddm
_scaffold_13_000254.1	indv_2	99.630992319702	leaves	male	rddm
_scaffold_13_000252.1	indv_2	5.11777824554271	leaves	male	rddm
_scaffold_13_000250.1	indv_2	27.7794916356187	leaves	male	rddm
_scaffold_13_000172.1	indv_2	56.4261768510881	leaves	male	rddm
_scaffold_13_000173.1	indv_2	133.382095524457	leaves	male	rddm
_scaffold_13_000174.1	indv_2	112.127783453783	leaves	male	rddm
_scaffold_13_000177.1	indv_2	16.4767494734546	leaves	male	rddm
_scaffold_13_000179.1	indv_2	226.756943802508	leaves	male	rddm
_scaffold_13_000237.1	indv_2	0	leaves	male	rddm
