geneX	chr	start	end	geneY	strata
_chr12_004609.1	X	20868952	20871632	_scaffold_1_003469.1	S1c
_chr12_004614.1	X	20765400	20771561	_scaffold_1_003946.1	S1c
_chr12_004618.1	X	20371621	20375256	_scaffold_1_002872.1	S1c
_chr12_004627.1	X	19910230	19914020	_scaffold_13_000010.1	S1c
_chr12_004627.1	X	19910230	19914020	_scaffold_13_000010.1	S1c
_chr12_004639.1	X	19028096	19045938	_scaffold_1_003681.1	S1c
_chr12_004640.1	X	18898283	18900483	_scaffold_12_000335.1	S1c
_chr12_004641.1	X	18880231	18882687	_scaffold_41_000098.1	S1c
_chr12_004647.1	X	18476998	18480983	_scaffold_1_003304.1	S1c
_chr12_004650.1	X	18406804	18412939	_scaffold_13_000221.1	S1c
_chr12_004652.1	X	18323141	18328010	_scaffold_1_001479.1	S1c
_chr12_004660.1	X	17928734	17934612	_scaffold_12_000222.1	S1c
_chr12_004662.1	X	17889480	17894634	_scaffold_12_000238.1	S1c
_chr12_004674.1	X	17325470	17328419	_scaffold_1_000169.1	S1c
_chr12_004684.1	X	16511892	16518671	_scaffold_1_003065.1	S1c
_chr12_004687.1	X	16037069	16039167	_scaffold_12_000179.1	S1c
_chr12_004695.1	X	15305997	15309038	_scaffold_1_003452.1	S1c
_chr12_004695.1	X	15305997	15309038	_scaffold_1_003452.1	S1c
_chr12_004699.1	X	15204441	15209488	_scaffold_13_000093.1	S1b
_chr12_004701.1	X	15161962	15165922	_scaffold_1_001853.1	S1b
_chr12_004702.1	X	15159146	15160813	_scaffold_1_001854.1	S1b
_chr12_004703.1	X	15109439	15112229	_scaffold_1_001855.1	S1b
_chr12_004705.1	X	15052496	15055395	_scaffold_1_001860.1	S1b
_chr12_004706.1	X	14901864	14903023	_scaffold_13_000095.1	S1b
_chr12_004711.1	X	14526678	14529612	_scaffold_1_003637.1	S1b
_chr12_004713.1	X	14401184	14406620	_scaffold_1_001473.1	S1b
_chr12_004717.1	X	14259324	14262385	_scaffold_1_003961.1	S1b
_chr12_004719.1	X	14182971	14186443	_scaffold_1_003968.1	S1b
_chr12_004722.1	X	13942308	13947953	_scaffold_1_001694.1	S1b
_chr12_004722.1	X	13942308	13947953	_scaffold_1_001694.1	S1b
_chr12_004723.1	X	13912659	13915042	_scaffold_1_002388.1	S1b
_chr12_004726.1	X	13880063	13883532	_scaffold_1_001700.1	S1b
_chr12_004727.1	X	13873953	13877122	_scaffold_1_001702.1	S1b
_chr12_004729.1	X	13866486	13871600	_scaffold_13_000460.1	S1b
_chr12_004731.1	X	13788539	13794448	_scaffold_1_001592.1	S1b
_chr12_004744.1	X	13096419	13098620	_scaffold_1_000137.1	S1b
_chr12_004745.1	X	13084655	13091845	_scaffold_1_002390.1	S1b
_chr12_004746.1	X	12956934	12960773	_scaffold_1_001971.1	S1b
_chr12_004747.1	X	12862815	12865063	_scaffold_1_001727.1	S1b
_chr12_004753.1	X	12513587	12515989	_scaffold_1_001181.1	S1b
_chr12_004756.1	X	12389399	12390944	_scaffold_1_002443.1	S1b
_chr12_004757.1	X	12240114	12242872	_scaffold_12_000061.1	S1b
_chr12_004760.1	X	12166584	12171175	_scaffold_1_000537.1	S1b
_chr12_004765.1	X	12025543	12031455	_scaffold_1_002686.1	S1b
_chr12_004768.1	X	11917742	11922180	_scaffold_12_000509.1	S1b
_chr12_004773.1	X	11759870	11762402	_scaffold_1_000407.1	S1b
_chr12_004774.1	X	11757256	11759037	_scaffold_1_000408.1	S1b
_chr12_004775.1	X	11735652	11745254	_scaffold_1_000411.1	S1b
_chr12_004779.1	X	11629282	11642225	_scaffold_13_000449.1	S1b
_chr12_004780.1	X	11612381	11625457	_scaffold_12_000020.1	S1b
_chr12_004785.1	X	11485014	11490212	_scaffold_1_000251.1	S1b
_chr12_004786.1	X	11457012	11463500	_scaffold_1_003905.1	S1b
_chr12_004787.1	X	11439579	11455999	_scaffold_1_003906.1	S1b
_chr12_004795.1	X	11146029	11152810	_scaffold_1_004014.1	S1b
_chr12_004796.1	X	11091462	11092577	_scaffold_1_002188.1	S1b
_chr12_004797.1	X	11081058	11087418	_scaffold_1_002189.1	S1b
_chr12_004798.1	X	10906656	10907537	_scaffold_13_000461.1	S1b
_chr12_004799.1	X	10900560	10903856	_scaffold_1_000497.1	S1b
_chr12_004800.1	X	10893749	10898952	_scaffold_1_000507.1	S1b
_chr12_004801.1	X	10887135	10892877	_scaffold_1_000511.1	S1b
_chr12_004802.1	X	10882497	10886314	_scaffold_1_000512.1	S1b
_chr12_004805.1	X	10777327	10781421	_scaffold_16_000076.1	S1b
_chr12_004806.1	X	10715655	10724656	_scaffold_1_002873.1	S1b
_chr12_004807.1	X	10669545	10691238	_scaffold_1_002875.1	S1b
_chr12_004808.1	X	10559326	10563186	_scaffold_1_000323.1	S1b
_chr12_004811.1	X	10531278	10542874	_scaffold_13_000206.1	S1b
_chr12_004812.1	X	10490388	10494119	_scaffold_1_000321.1	S1b
_chr12_004813.1	X	10484908	10487901	_scaffold_1_001874.1	S1b
_chr12_004817.1	X	10285779	10290167	_scaffold_13_000014.1	S1b
_chr12_004818.1	X	10283222	10284223	_scaffold_13_000015.1	S1b
_chr12_004821.1	X	10208284	10210026	_scaffold_13_000457.1	S1b
_chr12_004821.1	X	10208284	10210026	_scaffold_13_000457.1	S1b
_chr12_004824.1	X	10109518	10111065	_scaffold_1_000089.1	S1b
_chr12_004825.1	X	10077888	10082737	_scaffold_1_002929.1	S1b
_chr12_004827.1	X	9985440	9992455	_scaffold_1_002933.1	S1b
_chr12_004828.1	X	9976636	9984701	_scaffold_1_002934.1	S1b
_chr12_004829.1	X	9964727	9976053	_scaffold_1_002940.1	S1b
_chr12_004830.1	X	9962654	9963984	_scaffold_1_002941.1	S1b
_chr12_004834.1	X	9929395	9931315	_scaffold_1_000573.1	S1b
_chr12_004835.1	X	9874685	9878825	_scaffold_1_000574.1	S1b
_chr12_004853.1	X	8470065	8472734	_scaffold_1_000590.1	S2
_chr12_004854.1	X	8462228	8466198	_scaffold_1_000591.1	S2
_chr12_004855.1	X	8450835	8455578	_scaffold_1_000592.1	S2
_chr12_004856.1	X	8437842	8446326	_scaffold_1_000593.1	S2
_chr12_004857.1	X	8392669	8427867	_scaffold_1_000594.1	S2
_chr12_004858.1	X	8389776	8392436	_scaffold_1_000595.1	S2
_chr12_004859.1	X	8387230	8388987	_scaffold_1_000596.1	S2
_chr12_004860.1	X	8263839	8273152	_scaffold_1_000597.1	S2
_chr12_004861.1	X	8256171	8261222	_scaffold_1_000598.1	S2
_chr12_004863.1	X	8190709	8194388	_scaffold_1_000600.1	S2
_chr12_004864.1	X	8179128	8180795	_scaffold_1_000601.1	S2
_chr12_004866.1	X	8103954	8106017	_scaffold_1_000604.1	S2
_chr12_004869.1	X	7925657	7928002	_scaffold_1_000606.1	S2
_chr12_004870.1	X	7921073	7925006	_scaffold_1_000607.1	S2
_chr12_004871.1	X	7910897	7916304	_scaffold_1_000608.1	S2
_chr12_004872.1	X	7902427	7905820	_scaffold_1_000609.1	S2
_chr12_004873.1	X	7865114	7868740	_scaffold_1_000611.1	S2
_chr12_004874.1	X	7828683	7836863	_scaffold_1_000612.1	S2
_chr12_004875.1	X	7805450	7814713	_scaffold_1_000614.1	S2
_chr12_004876.1	X	7750722	7754233	_scaffold_1_000617.1	S2
_chr12_004879.1	X	7566419	7568942	_scaffold_1_000624.1	S2
_chr12_004880.1	X	7561641	7563475	_scaffold_1_000626.1	S2
_chr12_004881.1	X	7546079	7547205	_scaffold_1_000639.1	S2
_chr12_004883.1	X	7510565	7516221	_scaffold_1_000645.1	S2
_chr12_004884.1	X	7505816	7509864	_scaffold_1_000646.1	S2
_chr12_004885.1	X	7463153	7464247	_scaffold_1_000649.1	S2
_chr12_004886.1	X	7427353	7431086	_scaffold_1_003000.1	S2
_chr12_004887.1	X	7379247	7384836	_scaffold_1_003001.1	S2
_chr12_004888.1	X	7284776	7304729	_scaffold_1_003002.1	S2
_chr12_004893.1	X	6908430	6913264	_scaffold_1_002648.1	S2
_chr12_004894.1	X	6841388	6842506	_scaffold_1_001536.1	S2
_chr12_004895.1	X	6805728	6810070	_scaffold_1_002650.1	S2
_chr12_004896.1	X	6795544	6796812	_scaffold_1_001530.1	S2
_chr12_004897.1	X	6655993	6663656	_scaffold_1_002651.1	S2
_chr12_004900.1	X	6625946	6630279	_scaffold_1_001520.1	S2
_chr12_004902.1	X	6609802	6613866	_scaffold_1_001525.1	S2
_chr12_004909.1	X	6511153	6516832	_scaffold_1_001580.1	S2
_chr12_004919.1	X	6060848	6064223	_scaffold_1_002660.1	S2
_chr12_004925.1	X	5854953	5858222	_scaffold_13_000375.1	S2
_chr12_004926.1	X	5837465	5840728	_scaffold_1_003688.1	S2
_chr12_004928.1	X	5790875	5799857	_scaffold_1_000744.1	S2
_chr12_004934.1	X	5705787	5711067	_scaffold_1_000095.1	S2
_chr12_004936.1	X	5606463	5613203	_scaffold_1_001516.1	S2
_chr12_004937.1	X	5561474	5576537	_scaffold_1_003872.1	S2
_chr12_004941.1	X	5364644	5371563	_scaffold_1_001801.1	S2
_chr12_004944.1	X	5267606	5277999	_scaffold_1_000087.1	S2
_chr12_004945.1	X	5259783	5265949	_scaffold_13_000214.1	S2
_chr12_004947.1	X	5222720	5242290	_scaffold_1_001351.1	S2
_chr12_004948.1	X	5188523	5197497	_scaffold_12_000163.1	S2
_chr12_004949.1	X	5166848	5178245	_scaffold_12_000165.1	s1a
_chr12_004951.1	X	5112571	5118898	_scaffold_1_000373.1	s1a
_chr12_004952.1	X	5070098	5073679	_scaffold_12_000147.1	s1a
_chr12_004953.1	X	5031059	5040464	_scaffold_12_000416.1	s1a
_chr12_004954.1	X	4932165	4937794	_scaffold_12_000185.1	s1a
_chr12_004955.1	X	4884414	4887876	_scaffold_1_001371.1	s1a
_chr12_004956.1	X	4863947	4872450	_scaffold_1_002813.1	s1a
_chr12_004959.1	X	4851373	4853756	_scaffold_1_002833.1	s1a
_chr12_004960.1	X	4827612	4833854	_scaffold_1_004133.1	s1a
_chr12_004963.1	X	4699139	4704566	_scaffold_1_001574.1	s1a
_chr12_004969.1	X	4618269	4621766	_scaffold_13_000381.1	s1a
_chr12_004972.1	X	4405999	4416025	_scaffold_1_000872.1	s1a
_chr12_004973.1	X	4397289	4401575	_scaffold_12_000458.1	s1a
_chr12_004974.1	X	4373952	4380503	_scaffold_13_000065.1	s1a
_chr12_004975.1	X	4226484	4231651	_scaffold_13_000174.1	s1a
_chr12_004977.1	X	4214715	4215930	_scaffold_13_000235.1	s1a
_chr12_004979.1	X	3979157	3982262	_scaffold_1_002110.1	s1a
_chr12_004982.1	X	3937929	3943535	_scaffold_1_002028.1	s1a
_chr12_004988.1	X	3881919	3887532	_scaffold_1_002170.1	s1a
_chr12_004992.1	X	3809027	3820199	_scaffold_13_000345.1	s1a
_chr12_004994.1	X	3564037	3573150	_scaffold_16_000074.1	s1a
_chr12_004996.1	X	3543458	3545767	_scaffold_1_002759.1	s1a
_chr12_004998.1	X	3434312	3436161	_scaffold_1_003717.1	s1a
_chr12_004999.1	X	3302845	3313914	_scaffold_1_002602.1	s1a
_chr12_005001.1	X	3252880	3256645	_scaffold_1_003448.1	s1a
_chr12_005003.1	X	3164617	3169059	_scaffold_1_000663.1	s1a
_chr12_005004.1	X	3156575	3159771	_scaffold_12_000191.1	s1a
_chr12_005006.1	X	3140450	3146975	_scaffold_12_000195.1	s1a
_chr12_005009.1	X	3119260	3125397	_scaffold_12_000309.1	s1a
_chr12_005014.1	X	3072022	3073763	_scaffold_1_003081.1	s1a
_chr12_005020.1	X	2733878	2740142	_scaffold_1_002567.1	s1a
_chr12_005021.1	X	2724249	2730144	_scaffold_1_002570.1	s1a
_chr12_005022.1	X	2710662	2715387	_scaffold_1_002990.1	s1a
_chr12_005023.1	X	2697811	2705873	_scaffold_1_000560.1	s1a
_chr12_005034.1	X	2373711	2379090	_scaffold_1_000966.1	s1a
_chr12_005036.1	X	2358282	2363037	_scaffold_1_001266.1	s1a
_chr12_005045.1	X	2172857	2180624	_scaffold_41_000097.1	s1a
_chr12_005064.1	X	1275163	1282856	_scaffold_1_002045.1	s1a
_chr12_005066.1	X	1269616	1271361	_scaffold_1_000726.1	s1a
_chr12_005067.1	X	1264298	1268741	_scaffold_1_003503.1	s1a
_chr12_005070.1	X	1237234	1243815	_scaffold_41_000003.1	s1a
_chr12_005081.1	X	713214	718908	_scaffold_1_001363.1	s1a
_chr12_005083.1	X	669245	675662	_scaffold_1_004141.1	s1a
_chr12_005085.1	X	341356	346271	_scaffold_1_003825.1	s1a
_chr12_005087.1	X	311855	313919	_scaffold_1_000847.1	s1a
_chr12_005087.1	X	311855	313919	_scaffold_1_000847.1	s1a
_chr12_005088.1	X	302370	311698	_scaffold_1_000938.1	s1a
_chr12_005092.1	X	110482	114343	_scaffold_1_002420.1	s1a
_chr12_005094.1	X	59526	60886	_scaffold_1_000287.1	s1a
_chr12_005095.1	X	48638	53196	_scaffold_1_003878.1	s1a
